NUM_LOOP,FREQ,EVAL_BITS,REP_BITS,BOARD_NUM
779,180,20,6,0
780,8793,20,6,0
781,3686117,20,6,0
782,111,20,6,0
783,33,20,6,0
784,25,20,6,0
785,3633859,20,6,0
786,41,20,6,0
787,24,20,6,0
788,114,20,6,0
789,2626026,20,6,0
790,260,20,6,0
791,22,20,6,0
792,53,20,6,0
793,21,20,6,0
794,1711933,20,6,0
795,15,20,6,0
796,36,20,6,0
797,20,20,6,0
798,224940,20,6,0
799,33,20,6,0
800,23,20,6,0
801,12,20,6,0
802,28,20,6,0
803,179,20,6,0
804,30,20,6,0
805,49,20,6,0
806,89,20,6,0
807,115,20,6,0
808,185,20,6,0
809,1287,20,6,0
810,67,20,6,0
811,103,20,6,0
812,138,20,6,0
813,664576,20,6,0
814,29,20,6,0
815,29,20,6,0
816,18,20,6,0
817,296475,20,6,0
818,16,20,6,0
819,303,20,6,0
820,16,20,6,0
821,27,20,6,0
822,28,20,6,0
823,46,20,6,0
824,147,20,6,0
825,3564486,20,6,0
826,138,20,6,0
827,102067,20,6,0
828,16,20,6,0
829,159,20,6,0
830,26,20,6,0
831,45,20,6,0
832,62,20,6,0
833,49,20,6,0
834,58,20,6,0
835,91405,20,6,0
836,251,20,6,0
837,46,20,6,0
838,11,20,6,0
839,27,20,6,0
840,26,20,6,0
841,380,20,6,0
842,4485,20,6,0
843,820849,20,6,0
844,64,20,6,0
845,6811,20,6,0
846,3640282,20,6,0
847,41,20,6,0
848,171,20,6,0
849,17,20,6,0
850,47,20,6,0
851,61,20,6,0
852,92,20,6,0
853,1231,20,6,0
854,285,20,6,0
855,40,20,6,0
856,14,20,6,0
857,62,20,6,0
858,27,20,6,0
859,28,20,6,0
860,32,20,6,0
861,14,20,6,0
862,39,20,6,0
863,197,20,6,0
864,30,20,6,0
865,18,20,6,0
866,15,20,6,0
867,52,20,6,0
868,19,20,6,0
869,3701479,20,6,0
870,89,20,6,0
871,24,20,6,0
872,38,20,6,0
873,46,20,6,0
874,18,20,6,0
875,23,20,6,0
876,33,20,6,0
877,89405,20,6,0
878,35,20,6,0
879,27934,20,6,0
880,33,20,6,0
881,27,20,6,0
882,24,20,6,0
883,42,20,6,0
884,19,20,6,0
885,3647205,20,6,0
886,168,20,6,0
887,21,20,6,0
888,159,20,6,0
889,87,20,6,0
890,31,20,6,0
891,987,20,6,0
892,28,20,6,0
893,49,20,6,0
894,103,20,6,0
895,240080,20,6,0
896,82,20,6,0
897,19,20,6,0
898,172,20,6,0
899,76,20,6,0
900,36,20,6,0
901,1616497,20,6,0
902,39,20,6,0
903,1667100,20,6,0
904,51,20,6,0
905,113,20,6,0
906,36,20,6,0
907,34626,20,6,0
908,56,20,6,0
909,19,20,6,0
910,21,20,6,0
911,104,20,6,0
912,58,20,6,0
913,1165,20,6,0
914,32,20,6,0
915,15149,20,6,0
916,3555450,20,6,0
917,23,20,6,0
918,58,20,6,0
919,514,20,6,0
920,114,20,6,0
921,24,20,6,0
922,18,20,6,0
923,108,20,6,0
924,53,20,6,0
925,9,20,6,0
926,95,20,6,0
927,24,20,6,0
928,22,20,6,0
929,32,20,6,0
930,28,20,6,0
931,32,20,6,0
932,165,20,6,0
933,18,20,6,0
934,2992,20,6,0
935,64530,20,6,0
936,1114,20,6,0
937,1091848,20,6,0
938,11,20,6,0
939,58,20,6,0
940,100,20,6,0
941,69,20,6,0
942,14,20,6,0
943,90,20,6,0
944,17,20,6,0
945,1252093,20,6,0
946,32,20,6,0
947,9,20,6,0
948,33,20,6,0
949,13,20,6,0
950,185,20,6,0
951,68,20,6,0
952,26,20,6,0
953,111366,20,6,0
954,112,20,6,0
955,21,20,6,0
956,53,20,6,0
957,12,20,6,0
958,33,20,6,0
959,199,20,6,0
960,98,20,6,0
961,24,20,6,0
962,49,20,6,0
963,15,20,6,0
964,31,20,6,0
965,132,20,6,0
966,28,20,6,0
967,72,20,6,0
968,13,20,6,0
969,27,20,6,0
970,50,20,6,0
971,12,20,6,0
972,31,20,6,0
973,27,20,6,0
974,91,20,6,0
975,65,20,6,0
976,37,20,6,0
977,32,20,6,0
978,14,20,6,0
979,19,20,6,0
980,35,20,6,0
981,2004182,20,6,0
982,48,20,6,0
983,1108,20,6,0
984,123,20,6,0
985,16,20,6,0
986,3278,20,6,0
987,42,20,6,0
988,16,20,6,0
989,61,20,6,0
990,27,20,6,0
991,75,20,6,0
992,9,20,6,0
993,2959899,20,6,0
994,21,20,6,0
995,37,20,6,0
996,49,20,6,0
997,22,20,6,0
998,21,20,6,0
999,146,20,6,0
1000,175,20,6,0
1001,1681771,20,6,0
1002,14,20,6,0
1003,1170900,20,6,0
1004,206,20,6,0
1005,14,20,6,0
1006,61,20,6,0
1007,26,20,6,0
1008,17,20,6,0
1009,49,20,6,0
1010,186,20,6,0
1011,16,20,6,0
1012,167,20,6,0
1013,749499,20,6,0
1014,111,20,6,0
1015,1053,20,6,0
1016,47,20,6,0
1017,196816,20,6,0
1018,112589,20,6,0
1019,23,20,6,0
1020,120,20,6,0
1021,173,20,6,0
1022,24,20,6,0
1023,397,20,6,0
1024,36,20,6,0
1025,1570072,20,6,0
1026,38,20,6,0
1027,52,20,6,0
1028,17,20,6,0
1029,1507054,20,6,0
1030,53,20,6,0
1031,48,20,6,0
1032,39,20,6,0
1033,28,20,6,0
1034,18,20,6,0
1035,1323900,20,6,0
1036,365319,20,6,0
1037,81032,20,6,0
1038,186,20,6,0
1039,374,20,6,0
1040,16,20,6,0
1041,45,20,6,0
1042,15,20,6,0
1043,70,20,6,0
1044,19,20,6,0
1045,267716,20,6,0
1046,11,20,6,0
1047,116780,20,6,0
1048,17,20,6,0
1049,1911804,20,6,0
1050,164081,20,6,0
1051,295,20,6,0
1052,142,20,6,0
1053,333,20,6,0
1054,157,20,6,0
1055,110,20,6,0
1056,22,20,6,0
1057,42,20,6,0
1058,24,20,6,0
1059,40,20,6,0
1060,37,20,6,0
1061,5061,20,6,0
1062,37,20,6,0
1063,236445,20,6,0
1064,14,20,6,0
1065,48,20,6,0
1066,12676,20,6,0
1067,153,20,6,0
1068,33,20,6,0
1069,107411,20,6,0
1070,39,20,6,0
1071,297,20,6,0
1072,87,20,6,0
1073,36,20,6,0
1074,14,20,6,0
1075,47,20,6,0
1076,674679,20,6,0
1077,13,20,6,0
1078,37,20,6,0
1079,30,20,6,0
1080,368679,20,6,0
1081,14,20,6,0
1082,39,20,6,0
1083,13,20,6,0
1084,16,20,6,0
1085,3333721,20,6,0
1086,918287,20,6,0
1087,14,20,6,0
1088,65,20,6,0
1089,22,20,6,0
1090,10,20,6,0
1091,55,20,6,0
1092,28,20,6,0
1093,176953,20,6,0
1094,16,20,6,0
1095,17,20,6,0
1096,23,20,6,0
1097,29,20,6,0
1098,35,20,6,0
1099,374,20,6,0
1100,26,20,6,0
1101,318535,20,6,0
1102,150,20,6,0
1103,201,20,6,0
1104,25,20,6,0
1105,22,20,6,0
1106,42,20,6,0
1107,13,20,6,0
1108,18,20,6,0
1109,21,20,6,0
1110,15,20,6,0
1111,166,20,6,0
1112,38,20,6,0
1113,380691,20,6,0
1114,34,20,6,0
1115,18,20,6,0
1116,189,20,6,0
1117,184,20,6,0
1118,68,20,6,0
1119,26,20,6,0
1120,38,20,6,0
1121,22,20,6,0
1122,22,20,6,0
1123,41,20,6,0
1124,27,20,6,0
1125,95,20,6,0
1126,32,20,6,0
1127,10,20,6,0
1128,117,20,6,0
1129,2166457,20,6,0
1130,122,20,6,0
1131,43,20,6,0
1132,31,20,6,0
1133,28,20,6,0
1134,66,20,6,0
1135,17,20,6,0
1136,22,20,6,0
1137,29,20,6,0
1138,12,20,6,0
1139,26,20,6,0
1140,167,20,6,0
1141,17,20,6,0
1142,785030,20,6,0
1143,45,20,6,0
1144,60,20,6,0
1145,38,20,6,0
1146,164,20,6,0
1147,16,20,6,0
1148,12,20,6,0
1149,7,20,6,0
1150,16,20,6,0
1151,21,20,6,0
1152,18,20,6,0
1153,486919,20,6,0
1154,36,20,6,0
1155,166,20,6,0
1156,84,20,6,0
1157,19,20,6,0
1158,98,20,6,0
1159,46,20,6,0
1160,14,20,6,0
1161,3170554,20,6,0
1162,18,20,6,0
1163,30,20,6,0
1164,14,20,6,0
1165,23,20,6,0
1166,168,20,6,0
1167,37,20,6,0
1168,167,20,6,0
1169,1437,20,6,0
1170,139,20,6,0
1171,89,20,6,0
1172,17,20,6,0
1173,44,20,6,0
1174,43,20,6,0
1175,27,20,6,0
1176,245,20,6,0
1177,16,20,6,0
1178,17,20,6,0
1179,38,20,6,0
1180,126,20,6,0
1181,10,20,6,0
1182,86,20,6,0
1183,22,20,6,0
1184,37,20,6,0
1185,183249,20,6,0
1186,3598305,20,6,0
1187,159,20,6,0
1188,14,20,6,0
1189,16,20,6,0
1190,19,20,6,0
1191,604092,20,6,0
1192,22,20,6,0
1193,56,20,6,0
1194,121,20,6,0
1195,24,20,6,0
1196,26,20,6,0
1197,14910,20,6,0
1198,114587,20,6,0
1199,233901,20,6,0
1200,18,20,6,0
1201,41,20,6,0
1202,57,20,6,0
1203,694,20,6,0
1204,38,20,6,0
1205,30,20,6,0
1206,612,20,6,0
1207,16,20,6,0
1208,11,20,6,0
1209,50,20,6,0
1210,13,20,6,0
1211,473,20,6,0
1212,40265,20,6,0
1213,9341,20,6,0
1214,25,20,6,0
1215,14,20,6,0
1216,115,20,6,0
1217,53,20,6,0
1218,166,20,6,0
1219,40,20,6,0
1220,51,20,6,0
1221,235596,20,6,0
1222,120,20,6,0
1223,15,20,6,0
1224,124,20,6,0
1225,3642658,20,6,0
1226,25,20,6,0
1227,12,20,6,0
1228,29,20,6,0
1229,11,20,6,0
1230,29,20,6,0
1231,15762,20,6,0
1232,51,20,6,0
1233,166,20,6,0
1234,14,20,6,0
1235,106,20,6,0
1236,208,20,6,0
1237,35,20,6,0
1238,34,20,6,0
1239,26,20,6,0
1240,134,20,6,0
1241,1434006,20,6,0
1242,99,20,6,0
1243,15,20,6,0
1244,63,20,6,0
1245,25,20,6,0
1246,24,20,6,0
1247,38,20,6,0
1248,25,20,6,0
1249,16633,20,6,0
1250,19,20,6,0
1251,24,20,6,0
1252,200,20,6,0
1253,20,20,6,0
1254,14,20,6,0
1255,18,20,6,0
1256,36,20,6,0
1257,3742,20,6,0
1258,21,20,6,0
1259,857,20,6,0
1260,3135322,20,6,0
1261,1251875,20,6,0
1262,32,20,6,0
1263,321,20,6,0
1264,41,20,6,0
1265,27,20,6,0
1266,34,20,6,0
1267,39,20,6,0
1268,14,20,6,0
1269,115756,20,6,0
1270,122,20,6,0
1271,22,20,6,0
1272,53,20,6,0
1273,58,20,6,0
1274,57,20,6,0
1275,130,20,6,0
1276,107,20,6,0
1277,15,20,6,0
1278,43,20,6,0
1279,24,20,6,0
